00000A82,00002601,
00000A84,0000203C,
00000A86,00001FA8,
00000A88,00001550,
00000A8A,000012FA,
00000A8C,00001872,
00000A8E,000025DA,
00000A90,000013BA,
00000A92,00001EA1,
00000A94,00002486,
00000A96,00001362,
00000A98,000005E5,
00000A9A,00002687,
00000A9C,000005E4,
00000A9E,0000260C,
00000AA0,000007A7,
00000AA2,00001FB5,
00000AA4,00001EFF,
00000AA6,0000224F,
00000AA8,0000152D,
00000AAA,00001492,
00000AAC,0000051D,
00000AAE,00001EAE,
00000AB0,00001358,
00000AB2,00000865,
00000AB4,00001ADA,
00000AB6,0000244C,
00000AB8,0000203C,
00000ABA,00001962,
00000ABC,0000055F,
00000ABE,00001531,
00000AC0,00002673,
00000AC2,0000131E,
00000AC4,0000156A,
00000AC6,000026DC,
00000AC8,000014A4,
00000ACA,00000884,
00000ACC,0000203C,
00000ACE,000008B3,
00000AD0,00001338,
00000AD2,0000262A,
00000AD4,00002632,
00000AD6,000026FE,
00000AD8,0000257A,
00000ADA,0000259D,
00000ADC,0000251B,
00000ADE,00001A65,
00000AE0,0000196D,
00000AE2,000024D4,
00000AE4,00001337,
00000AE6,000007AF,
00000AE8,00001931,
00000AEA,00000801,
00000AEC,00001860,
00000AEE,00002682,
00000AF0,00001477,
00000AF2,00001511,
00000AF4,00001A76,
00000AF6,0000082B,
00000AF8,00001F01,
00000AFA,00002635,
00000AFC,000014C3,
00000AFE,000013B4,
00000B00,00000855,
00000B02,00000581,
00000B04,000012FC,
00000B06,00001ADA,
00000B08,000005C7,
00000B0A,00001917,
00000B0C,000024A7,
00000B0E,000008AD,
00000B10,00001785,
00000B12,00001AC0,
00000B14,00001942,
00000B16,00002600,
00000B18,0000196A,
00000B1A,0000267F,
00000B1C,00001982,
00000B1E,0000269F,
00000B20,00002518,
00000B22,00001E8D,
00000B24,0000188F,
00000B26,0000248D,
00000B28,00001A63,
00000B2A,000014B5,
00000B2C,00001428,
00000B2E,00001E8C,
00000B30,000024F1,
00000B32,00001E86,
00000B34,0000053E,
00000B36,000024E9,
00000B38,0000086C,
00000B3A,0000244D,
00000B3C,000005E8,
00000B3E,00002578,
00000B40,00002675,
00000B42,00002560,
00000B44,000005F4,
00000B46,00001EC2,
00000B48,00000565,
00000B4A,00001492,
00000B4C,00001539,
00000B4E,00000552,
00000B50,0000138E,
00000B52,00000800,
00000B54,000024D1,
00000B56,00001E37,
00000B58,0000059A,
00000B5A,000025E4,
00000B5C,0000089B,
00000B5E,000013A5,
00000B60,000024AB,
00000B62,0000153F,
00000B64,00001412,
00000B66,00001933,
00000B68,000004B4,
00000B6A,0000155E,
00000B6C,00001490,
00000B6E,0000207D,
00000B70,00001EE1,
00000B72,0000201D,
00000B74,0000244C,
00000B76,000005C5,
00000B78,00001FC2,
00000B7A,00001594,
00000B7C,0000145D,
00000B7E,000024A6,
00000B80,00001E8C,
00000B82,000014E1,
00000B84,00001372,
00000B86,00002539,
00000B88,00002031,
00000B8A,0000268F,
00000B8C,000019BB,
00000B8E,00000941,
00000B90,000026F5,
00000B92,000025A4,
00000B94,0000155E,
00000B96,000025D1,
00000B98,000025FA,
00000B9A,000005F5,
00000B9C,000008ED,
00000B9E,00001538,
00000BA0,000013A3,
00000BA2,000007BF,
00000BA4,000004D3,
00000BA6,000018AF,
00000BA8,00000884,
00000BAA,000026EB,
00000BAC,00001AD5,
00000BAE,00001FBB,
00000BB0,0000267B,
00000BB2,000008F4,
00000BB4,000014A7,
00000BB6,00002412,
00000BB8,00000523,
00000BBA,0000176E,
00000BBC,0000057F,
00000BBE,0000266B,
00000BC0,000018B1,
00000BC2,0000081D,
00000BC4,00000581,
00000BC6,000004AE,
00000BC8,00001464,
00000BCA,000004CA,
00000BCC,000019AF,
00000BCE,0000268A,
00000BD0,000025D1,
00000BD2,0000052F,
00000BD4,0000199C,
00000BD6,00002685,
00000BD8,00001902,
00000BDA,000024F2,
00000BDC,00001754,
00000BDE,0000207E,
00000BE0,000019F0,
00000BE2,000008A6,
00000BE4,000025BB,
00000BE6,000018A9,
00000BE8,0000143A,
00000BEA,00002667,
00000BEC,00002708,
00000BEE,000017C6,
00000BF0,000026C6,
00000BF2,000019C6,
00000BF4,00001865,
00000BF6,00002548,
00000BF8,000005A0,
00000BFA,000005B7,
00000BFC,00001A60,
00000BFE,00002499,
00000C00,000013A4,
00000C02,000026A9,
00000C04,0000243A,
00000C06,000013DC,
00000C08,00001390,
00000C0A,000013D7,
00000C0C,000026C9,
00000C0E,000026EF,
00000C10,0000268C,
00000C12,000012DE,
00000C14,000026A0,
00000C16,000025D6,
00000C18,00001525,
00000C1A,00001881,
00000C1C,0000144A,
00000C1E,00001454,
00000C20,00002653,
00000C22,000013DF,
00000C24,00001900,
00000C26,00001A5E,
00000C28,00000901,
00000C2A,00002506,
00000C2C,00001EA1,
